node1,node2,time
107,111,1183
116,161,1183
116,232,1183
123,143,1183
141,233,1183
143,210,1183
150,219,1183
161,232,1183
217,224,1183
224,228,1183
1,4,1184
32,87,1184
51,52,1184
77,80,1184
97,98,1184
97,232,1184
98,116,1184
98,232,1184
105,106,1184
106,241,1184
116,232,1184
123,143,1184
125,212,1184
144,171,1184
212,221,1184
217,224,1184
1,4,1185
4,68,1185
50,82,1185
77,80,1185
102,232,1185
104,116,1185
104,232,1185
105,241,1185
108,111,1185
116,232,1185
122,148,1185
125,212,1185
135,184,1185
193,202,1185
10,26,1186
37,53,1186
37,94,1186
50,82,1186
77,80,1186
95,96,1186
96,105,1186
97,109,1186
100,232,1186
103,236,1186
107,111,1186
109,232,1186
113,161,1186
116,232,1186
141,144,1186
141,171,1186
141,172,1186
144,171,1186
144,233,1186
145,223,1186
172,211,1186
188,226,1186
193,202,1186
236,241,1186
10,26,1187
38,41,1187
49,94,1187
50,82,1187
87,101,1187
95,96,1187
95,105,1187
95,236,1187
96,103,1187
96,105,1187
96,106,1187
99,103,1187
100,109,1187
105,236,1187
107,108,1187
108,111,1187
112,232,1187
116,232,1187
137,190,1187
141,233,1187
144,171,1187
145,221,1187
172,202,1187
188,226,1187
224,228,1187
10,26,1188
12,23,1188
12,68,1188
77,80,1188
87,101,1188
95,115,1188
96,103,1188
96,236,1188
97,104,1188
98,112,1188
105,236,1188
107,111,1188
108,111,1188
123,143,1188
128,150,1188
131,221,1188
137,190,1188
141,233,1188
143,210,1188
144,171,1188
145,221,1188
150,219,1188
172,202,1188
185,186,1188
193,202,1188
224,228,1188
12,23,1189
53,55,1189
77,80,1189
97,116,1189
97,161,1189
98,109,1189
98,112,1189
103,236,1189
108,111,1189
109,116,1189
124,149,1189
128,213,1189
131,221,1189
133,141,1189
141,233,1189
144,171,1189
150,213,1189
150,219,1189
183,202,1189
185,186,1189
188,226,1189
193,202,1189
218,226,1189
224,228,1189
10,26,1190
12,23,1190
26,30,1190
38,41,1190
53,55,1190
58,148,1190
77,80,1190
95,96,1190
95,106,1190
95,115,1190
96,106,1190
96,115,1190
97,116,1190
97,161,1190
106,115,1190
107,108,1190
107,111,1190
107,112,1190
108,111,1190
108,112,1190
109,170,1190
112,232,1190
116,161,1190
133,141,1190
137,190,1190
144,171,1190
193,202,1190
224,228,1190
12,23,1191
35,87,1191
38,41,1191
46,47,1191
50,190,1191
58,148,1191
77,80,1191
95,96,1191
96,115,1191
97,98,1191
102,161,1191
106,232,1191
107,108,1191
107,111,1191
108,111,1191
110,138,1191
116,161,1191
118,207,1191
132,149,1191
133,141,1191
137,190,1191
144,171,1191
149,193,1191
1,4,1192
12,23,1192
46,47,1192
96,115,1192
97,105,1192
97,116,1192
99,232,1192
100,103,1192
104,109,1192
105,116,1192
107,108,1192
107,111,1192
108,111,1192
110,138,1192
116,236,1192
133,141,1192
139,223,1192
141,233,1192
149,193,1192
161,232,1192
193,202,1192
217,224,1192
9,62,1193
12,23,1193
13,101,1193
31,33,1193
38,41,1193
46,47,1193
53,55,1193
95,96,1193
95,115,1193
96,115,1193
98,112,1193
102,114,1193
103,112,1193
107,108,1193
107,111,1193
108,111,1193
123,143,1193
133,141,1193
137,190,1193
139,223,1193
141,233,1193
142,171,1193
150,213,1193
188,226,1193
1,4,1194
10,26,1194
24,35,1194
32,152,1194
38,41,1194
46,47,1194
53,55,1194
56,66,1194
77,80,1194
97,102,1194
97,170,1194
100,241,1194
102,114,1194
108,111,1194
111,170,1194
112,241,1194
121,212,1194
123,143,1194
133,141,1194
133,233,1194
137,190,1194
139,223,1194
141,233,1194
188,218,1194
188,226,1194
193,202,1194
221,223,1194
9,62,1195
36,42,1195
38,41,1195
46,47,1195
58,148,1195
77,80,1195
93,125,1195
93,212,1195
95,96,1195
95,115,1195
97,114,1195
97,170,1195
98,105,1195
101,152,1195
105,106,1195
105,108,1195
108,111,1195
137,190,1195
141,233,1195
216,224,1195
32,101,1196
36,42,1196
46,47,1196
77,80,1196
93,125,1196
93,212,1196
95,115,1196
96,98,1196
96,170,1196
102,116,1196
102,147,1196
105,232,1196
106,232,1196
106,241,1196
108,111,1196
108,236,1196
111,112,1196
114,170,1196
118,207,1196
123,221,1196
133,141,1196
137,190,1196
141,233,1196
150,219,1196
188,226,1196
232,236,1196
9,62,1197
46,47,1197
50,190,1197
77,80,1197
95,115,1197
103,116,1197
105,116,1197
107,116,1197
118,207,1197
123,143,1197
133,141,1197
141,233,1197
150,219,1197
184,195,1197
188,226,1197
216,224,1197
222,225,1197
2,4,1198
9,62,1198
59,67,1198
77,80,1198
95,97,1198
95,232,1198
96,97,1198
96,114,1198
96,170,1198
97,114,1198
97,170,1198
98,115,1198
99,116,1198
100,161,1198
102,112,1198
102,115,1198
102,161,1198
107,116,1198
108,111,1198
111,241,1198
114,170,1198
115,147,1198
118,207,1198
131,221,1198
133,141,1198
133,233,1198
161,236,1198
188,226,1198
193,198,1198
2,4,1199
34,45,1199
36,40,1199
45,50,1199
45,55,1199
50,55,1199
50,94,1199
50,201,1199
55,94,1199
55,201,1199
57,59,1199
77,80,1199
96,97,1199
96,98,1199
96,114,1199
97,114,1199
100,102,1199
105,106,1199
107,116,1199
107,147,1199
108,111,1199
108,241,1199
115,236,1199
116,147,1199
131,221,1199
137,190,1199
139,223,1199
141,142,1199
142,171,1199
188,218,1199
188,226,1199
34,50,1200
34,190,1200
45,190,1200
45,201,1200
50,190,1200
51,190,1200
77,80,1200
104,115,1200
131,221,1200
183,195,1200
1,4,1201
36,40,1201
38,41,1201
45,55,1201
46,47,1201
49,190,1201
51,55,1201
131,221,1201
133,233,1201
137,190,1201
141,142,1201
141,233,1201
178,195,1201
200,214,1201
34,55,1202
38,41,1202
47,54,1202
50,51,1202
51,55,1202
56,66,1202
60,70,1202
123,143,1202
141,233,1202
183,211,1202
34,50,1203
50,51,1203
50,55,1203
51,55,1203
60,70,1203
103,116,1203
105,106,1203
107,116,1203
123,143,1203
131,208,1203
131,221,1203
141,233,1203
142,171,1203
216,224,1203
37,45,1204
55,190,1204
137,190,1204
141,233,1204
150,213,1204
191,197,1204
1,4,1205
10,26,1205
26,30,1205
34,51,1205
46,47,1205
51,94,1205
57,58,1205
61,148,1205
77,80,1205
99,103,1205
117,148,1205
118,207,1205
131,221,1205
139,223,1205
141,233,1205
216,224,1205
1,4,1206
26,30,1206
42,101,1206
51,52,1206
51,53,1206
51,180,1206
52,53,1206
52,94,1206
60,66,1206
60,138,1206
77,80,1206
108,111,1206
113,241,1206
123,145,1206
123,210,1206
131,221,1206
136,138,1206
137,190,1206
142,171,1206
187,192,1206
193,202,1206
216,224,1206
217,224,1206
224,228,1206
1,4,1207
34,47,1207
34,51,1207
36,101,1207
42,101,1207
46,51,1207
51,53,1207
52,53,1207
77,80,1207
105,106,1207
123,145,1207
131,145,1207
131,221,1207
137,190,1207
141,233,1207
142,171,1207
150,213,1207
193,202,1207
216,219,1207
1,4,1208
2,23,1208
9,62,1208
10,29,1208
16,21,1208
21,24,1208
34,46,1208
34,47,1208
36,42,1208
51,52,1208
51,53,1208
52,120,1208
60,138,1208
77,80,1208
108,111,1208
131,221,1208
133,141,1208
141,142,1208
142,171,1208
142,233,1208
150,213,1208
187,191,1208
188,226,1208
2,23,1209
5,27,1209
26,30,1209
34,51,1209
37,45,1209
43,194,1209
51,94,1209
57,58,1209
77,80,1209
95,96,1209
96,97,1209
100,112,1209
100,161,1209
103,104,1209
103,116,1209
104,105,1209
104,147,1209
111,241,1209
114,170,1209
128,216,1209
133,141,1209
141,142,1209
141,233,1209
142,171,1209
147,241,1209
150,213,1209
191,194,1209
2,23,1210
21,101,1210
34,51,1210
46,52,1210
46,190,1210
47,53,1210
55,180,1210
55,190,1210
57,58,1210
60,66,1210
64,136,1210
66,70,1210
77,80,1210
96,97,1210
97,98,1210
97,232,1210
103,104,1210
108,111,1210
108,113,1210
111,113,1210
113,241,1210
118,207,1210
133,141,1210
137,190,1210
141,142,1210
141,233,1210
142,171,1210
145,221,1210
150,213,1210
150,216,1210
180,190,1210
10,12,1211
14,21,1211
34,51,1211
34,120,1211
37,82,1211
37,94,1211
38,52,1211
47,53,1211
48,82,1211
51,55,1211
53,55,1211
57,58,1211
60,66,1211
64,136,1211
77,80,1211
82,94,1211
82,190,1211
94,190,1211
96,97,1211
98,241,1211
100,232,1211
103,104,1211
105,106,1211
105,113,1211
105,116,1211
106,116,1211
108,111,1211
118,207,1211
118,223,1211
141,142,1211
141,233,1211
142,171,1211
149,198,1211
150,213,1211
161,236,1211
185,186,1211
194,215,1211
15,18,1212
34,51,1212
37,48,1212
37,94,1212
38,41,1212
38,52,1212
51,94,1212
59,60,1212
69,117,1212
77,80,1212
95,96,1212
95,232,1212
96,97,1212
97,170,1212
97,232,1212
98,161,1212
100,102,1212
100,109,1212
100,112,1212
100,161,1212
102,109,1212
103,104,1212
103,107,1212
104,107,1212
105,106,1212
105,116,1212
108,111,1212
113,241,1212
114,170,1212
115,236,1212
118,207,1212
122,148,1212
149,184,1212
150,213,1212
34,37,1213
34,49,1213
34,51,1213
34,54,1213
37,94,1213
38,41,1213
46,190,1213
50,190,1213
59,69,1213
59,110,1213
77,80,1213
95,96,1213
95,97,1213
95,232,1213
96,232,1213
98,236,1213
100,112,1213
102,112,1213
103,104,1213
103,107,1213
104,107,1213
105,106,1213
108,111,1213
108,170,1213
109,112,1213
113,241,1213
114,170,1213
118,207,1213
123,143,1213
124,184,1213
127,148,1213
172,211,1213
184,233,1213
195,211,1213
214,222,1213
1,12,1214
2,12,1214
10,12,1214
34,37,1214
34,51,1214
34,94,1214
37,51,1214
37,94,1214
41,52,1214
45,49,1214
45,190,1214
46,54,1214
50,82,1214
59,110,1214
60,73,1214
77,80,1214
95,97,1214
95,102,1214
96,97,1214
96,111,1214
96,113,1214
96,232,1214
97,114,1214
97,170,1214
98,115,1214
98,236,1214
99,103,1214
100,102,1214
100,112,1214
102,112,1214
103,104,1214
104,107,1214
105,116,1214
108,111,1214
109,112,1214
113,147,1214
113,241,1214
115,236,1214
123,143,1214
124,233,1214
127,148,1214
150,213,1214
184,211,1214
187,226,1214
188,226,1214
195,211,1214
200,222,1214
200,225,1214
2,10,1215
34,37,1215
34,51,1215
34,53,1215
34,94,1215
37,180,1215
38,52,1215
38,180,1215
45,47,1215
45,190,1215
46,180,1215
47,137,1215
47,190,1215
49,137,1215
50,82,1215
51,82,1215
51,94,1215
52,120,1215
57,58,1215
64,138,1215
73,148,1215
77,80,1215
95,97,1215
96,97,1215
96,147,1215
97,232,1215
98,161,1215
100,112,1215
100,161,1215
104,107,1215
105,108,1215
105,147,1215
108,111,1215
109,112,1215
111,113,1215
111,170,1215
112,161,1215
113,241,1215
114,170,1215
115,236,1215
120,180,1215
123,143,1215
123,210,1215
137,190,1215
187,218,1215
188,226,1215
195,211,1215
2,12,1216
9,62,1216
34,51,1216
34,53,1216
37,51,1216
37,94,1216
37,180,1216
50,82,1216
50,137,1216
53,190,1216
77,80,1216
94,180,1216
95,97,1216
97,170,1216
98,161,1216
99,103,1216
99,105,1216
99,106,1216
100,112,1216
103,104,1216
103,105,1216
104,107,1216
105,106,1216
108,113,1216
108,114,1216
112,161,1216
113,241,1216
114,170,1216
115,236,1216
120,180,1216
123,143,1216
123,210,1216
150,213,1216
184,211,1216
194,215,1216
195,211,1216
2,12,1217
26,30,1217
34,51,1217
34,55,1217
37,53,1217
38,52,1217
49,190,1217
50,82,1217
51,52,1217
51,94,1217
51,190,1217
95,96,1217
95,97,1217
95,232,1217
96,97,1217
96,111,1217
97,114,1217
99,103,1217
99,107,1217
99,147,1217
100,161,1217
103,116,1217
104,107,1217
108,111,1217
109,161,1217
111,113,1217
113,241,1217
114,170,1217
115,236,1217
123,212,1217
141,233,1217
150,219,1217
172,211,1217
184,211,1217
188,197,1217
194,215,1217
2,12,1218
15,18,1218
37,94,1218
37,190,1218
38,52,1218
50,82,1218
64,138,1218
77,80,1218
86,204,1218
93,216,1218
95,103,1218
95,109,1218
95,232,1218
96,102,1218
97,114,1218
97,241,1218
103,111,1218
104,105,1218
104,108,1218
113,241,1218
115,147,1218
139,223,1218
150,213,1218
150,219,1218
172,211,1218
184,211,1218
217,224,1218
15,21,1219
38,45,1219
38,47,1219
38,190,1219
45,47,1219
45,190,1219
52,120,1219
77,80,1219
86,204,1219
87,101,1219
93,208,1219
95,103,1219
97,236,1219
98,115,1219
98,147,1219
99,107,1219
103,113,1219
106,113,1219
106,241,1219
108,111,1219
113,241,1219
114,170,1219
115,161,1219
118,207,1219
150,213,1219
150,219,1219
172,211,1219
193,202,1219
195,211,1219
200,222,1219
217,224,1219
10,12,1220
15,18,1220
28,87,1220
38,94,1220
38,190,1220
46,54,1220
52,190,1220
52,201,1220
56,127,1220
59,60,1220
59,110,1220
60,138,1220
64,110,1220
77,80,1220
87,101,1220
87,152,1220
99,107,1220
101,152,1220
106,241,1220
107,112,1220
107,232,1220
108,111,1220
112,232,1220
113,241,1220
137,190,1220
172,211,1220
193,202,1220
200,214,1220
217,224,1220
15,18,1221
21,32,1221
21,87,1221
32,87,1221
34,46,1221
38,52,1221
38,94,1221
38,120,1221
45,82,1221
46,190,1221
49,53,1221
52,120,1221
52,201,1221
53,190,1221
59,110,1221
60,138,1221
64,136,1221
77,80,1221
86,204,1221
87,152,1221
93,131,1221
94,120,1221
95,107,1221
95,232,1221
98,100,1221
98,115,1221
99,107,1221
101,152,1221
107,112,1221
107,232,1221
108,111,1221
114,170,1221
118,207,1221
118,223,1221
131,221,1221
135,195,1221
145,221,1221
193,202,1221
200,214,1221
216,224,1221
217,224,1221
219,223,1221
5,27,1222
15,18,1222
34,50,1222
34,52,1222
37,45,1222
38,47,1222
38,94,1222
38,120,1222
38,137,1222
47,94,1222
47,120,1222
47,190,1222
51,190,1222
53,82,1222
64,136,1222
77,80,1222
95,107,1222
98,100,1222
98,115,1222
98,147,1222
98,170,1222
99,107,1222
100,147,1222
101,152,1222
106,113,1222
107,232,1222
108,111,1222
110,136,1222
113,241,1222
115,236,1222
120,137,1222
131,221,1222
136,138,1222
137,190,1222
143,216,1222
216,224,1222
15,18,1223
32,87,1223
33,44,1223
34,37,1223
34,50,1223
37,45,1223
37,50,1223
38,47,1223
38,120,1223
38,137,1223
38,180,1223
47,137,1223
48,82,1223
50,52,1223
51,190,1223
53,54,1223
53,82,1223
54,82,1223
57,58,1223
57,110,1223
58,110,1223
59,136,1223
77,80,1223
98,100,1223
98,115,1223
98,147,1223
98,236,1223
99,147,1223
100,147,1223
101,152,1223
106,113,1223
107,232,1223
108,111,1223
115,236,1223
120,137,1223
120,180,1223
131,221,1223
141,142,1223
172,211,1223
187,218,1223
187,226,1223
194,215,1223
199,225,1223
216,224,1223
15,18,1224
17,32,1224
17,87,1224
34,52,1224
37,45,1224
45,50,1224
47,137,1224
47,190,1224
51,180,1224
51,190,1224
51,201,1224
53,54,1224
54,82,1224
59,136,1224
66,70,1224
77,80,1224
86,204,1224
94,190,1224
98,115,1224
98,147,1224
99,107,1224
99,232,1224
100,170,1224
107,232,1224
108,111,1224
110,136,1224
110,138,1224
118,207,1224
121,217,1224
131,139,1224
139,223,1224
184,211,1224
193,202,1224
205,217,1224
13,17,1225
13,35,1225
13,152,1225
15,18,1225
17,87,1225
34,52,1225
37,45,1225
37,50,1225
45,50,1225
47,94,1225
47,190,1225
51,180,1225
53,190,1225
54,82,1225
57,136,1225
59,136,1225
64,136,1225
77,80,1225
93,219,1225
95,232,1225
98,115,1225
99,107,1225
108,111,1225
110,136,1225
113,241,1225
118,205,1225
121,221,1225
139,208,1225
172,211,1225
187,218,1225
195,211,1225
208,228,1225
212,221,1225
7,68,1226
13,35,1226
34,37,1226
34,52,1226
37,53,1226
37,190,1226
38,47,1226
38,51,1226
38,94,1226
38,180,1226
45,50,1226
47,53,1226
47,94,1226
47,190,1226
51,201,1226
53,190,1226
59,110,1226
59,136,1226
64,136,1226
77,80,1226
82,94,1226
86,204,1226
93,205,1226
93,219,1226
94,180,1226
96,97,1226
98,147,1226
98,170,1226
99,107,1226
108,111,1226
118,207,1226
118,223,1226
121,221,1226
121,228,1226
131,145,1226
139,208,1226
150,213,1226
172,211,1226
180,201,1226
184,211,1226
207,223,1226
212,221,1226
221,224,1226
13,35,1227
17,87,1227
33,101,1227
34,52,1227
35,152,1227
38,41,1227
45,50,1227
47,190,1227
51,201,1227
53,54,1227
54,94,1227
58,148,1227
59,110,1227
59,136,1227
60,138,1227
66,70,1227
77,80,1227
94,180,1227
98,100,1227
98,107,1227
98,112,1227
98,147,1227
99,103,1227
99,107,1227
118,207,1227
123,145,1227
123,221,1227
139,150,1227
141,211,1227
145,221,1227
150,224,1227
184,211,1227
187,218,1227
9,62,1228
17,87,1228
25,35,1228
25,101,1228
28,35,1228
34,52,1228
34,82,1228
35,101,1228
37,45,1228
37,50,1228
38,120,1228
45,50,1228
47,51,1228
47,180,1228
47,190,1228
51,201,1228
53,54,1228
60,138,1228
66,70,1228
77,80,1228
93,150,1228
93,219,1228
94,137,1228
94,180,1228
98,100,1228
98,115,1228
98,170,1228
100,115,1228
100,147,1228
113,241,1228
114,147,1228
118,150,1228
118,207,1228
118,223,1228
121,150,1228
123,145,1228
128,224,1228
137,190,1228
150,207,1228
180,190,1228
180,201,1228
205,208,1228
205,224,1228
208,224,1228
9,62,1229
17,87,1229
22,72,1229
25,101,1229
34,52,1229
34,82,1229
37,45,1229
37,50,1229
38,41,1229
38,46,1229
38,53,1229
45,50,1229
49,53,1229
51,201,1229
53,54,1229
53,190,1229
54,82,1229
60,138,1229
66,70,1229
73,148,1229
77,80,1229
93,150,1229
93,219,1229
94,137,1229
98,100,1229
98,115,1229
98,147,1229
100,147,1229
106,241,1229
113,241,1229
119,217,1229
133,141,1229
136,138,1229
137,190,1229
145,221,1229
150,219,1229
187,218,1229
205,208,1229
205,224,1229
208,224,1229
209,215,1229
17,24,1230
17,40,1230
17,152,1230
34,52,1230
37,38,1230
37,50,1230
38,82,1230
47,54,1230
47,82,1230
49,94,1230
51,201,1230
54,82,1230
59,64,1230
59,110,1230
60,136,1230
66,70,1230
93,219,1230
94,201,1230
96,98,1230
98,100,1230
98,108,1230
98,147,1230
99,112,1230
100,147,1230
105,109,1230
113,241,1230
118,143,1230
118,207,1230
121,143,1230
129,178,1230
136,138,1230
193,202,1230
205,217,1230
205,224,1230
218,226,1230
1,4,1231
7,23,1231
17,24,1231
17,40,1231
23,30,1231
23,68,1231
24,40,1231
34,52,1231
34,54,1231
37,38,1231
37,50,1231
38,47,1231
38,50,1231
45,50,1231
46,201,1231
49,51,1231
49,94,1231
49,201,1231
51,94,1231
56,65,1231
58,69,1231
59,64,1231
60,136,1231
66,70,1231
77,80,1231
94,201,1231
97,147,1231
98,100,1231
98,147,1231
99,112,1231
105,109,1231
105,111,1231
105,116,1231
108,115,1231
110,136,1231
113,241,1231
118,207,1231
121,150,1231
124,133,1231
136,138,1231
141,171,1231
143,145,1231
143,150,1231
145,150,1231
187,218,1231
205,224,1231
207,223,1231
208,224,1231
209,215,1231
218,226,1231
2,4,1232
7,23,1232
12,23,1232
17,24,1232
21,42,1232
23,30,1232
34,37,1232
34,52,1232
37,47,1232
37,50,1232
38,49,1232
38,120,1232
38,180,1232
38,190,1232
41,201,1232
45,47,1232
45,50,1232
46,120,1232
46,201,1232
47,190,1232
50,180,1232
51,53,1232
51,180,1232
54,82,1232
55,137,1232
64,136,1232
66,70,1232
93,224,1232
94,201,1232
97,100,1232
99,232,1232
101,152,1232
102,106,1232
104,105,1232
105,116,1232
108,236,1232
118,207,1232
136,138,1232
140,148,1232
143,145,1232
143,150,1232
145,150,1232
184,195,1232
205,224,1232
209,215,1232
2,4,1233
7,30,1233
34,52,1233
37,47,1233
37,180,1233
38,120,1233
41,46,1233
41,201,1233
45,50,1233
46,94,1233
46,120,1233
46,201,1233
47,180,1233
47,190,1233
51,53,1233
52,137,1233
55,137,1233
59,110,1233
77,80,1233
93,219,1233
97,100,1233
101,152,1233
102,106,1233
103,232,1233
104,116,1233
108,236,1233
115,236,1233
118,216,1233
120,201,1233
123,143,1233
123,207,1233
128,150,1233
128,224,1233
136,138,1233
141,233,1233
143,145,1233
143,150,1233
145,150,1233
145,227,1233
150,227,1233
172,211,1233
180,190,1233
184,195,1233
185,186,1233
193,202,1233
207,223,1233
209,215,1233
218,226,1233
219,224,1233
2,4,1234
12,23,1234
21,24,1234
21,152,1234
34,38,1234
34,52,1234
36,42,1234
37,190,1234
38,49,1234
38,52,1234
45,47,1234
46,94,1234
46,120,1234
46,201,1234
47,50,1234
47,180,1234
47,190,1234
51,53,1234
54,82,1234
59,110,1234
67,122,1234
93,208,1234
95,147,1234
96,98,1234
98,115,1234
98,236,1234
102,106,1234
104,116,1234
107,116,1234
107,232,1234
115,236,1234
121,212,1234
128,145,1234
131,221,1234
136,138,1234
139,227,1234
143,145,1234
149,193,1234
149,198,1234
170,236,1234
184,195,1234
185,186,1234
209,215,1234
2,4,1235
14,36,1235
17,21,1235
17,87,1235
21,44,1235
21,87,1235
21,152,1235
34,38,1235
34,52,1235
34,190,1235
37,45,1235
37,51,1235
37,190,1235
38,49,1235
45,47,1235
45,190,1235
46,94,1235
46,120,1235
47,50,1235
47,53,1235
49,137,1235
50,53,1235
50,180,1235
51,190,1235
67,122,1235
86,204,1235
97,100,1235
100,108,1235
100,147,1235
104,111,1235
104,116,1235
106,113,1235
108,111,1235
123,131,1235
123,212,1235
131,221,1235
136,138,1235
143,150,1235
145,150,1235
149,198,1235
208,227,1235
217,224,1235
224,228,1235
1,4,1236
2,4,1236
7,30,1236
24,42,1236
34,52,1236
37,45,1236
37,51,1236
38,49,1236
38,82,1236
38,137,1236
38,201,1236
42,44,1236
45,51,1236
47,180,1236
47,201,1236
50,53,1236
54,82,1236
66,70,1236
95,232,1236
98,108,1236
98,112,1236
98,236,1236
100,112,1236
103,232,1236
104,105,1236
108,115,1236
115,236,1236
121,213,1236
123,210,1236
125,131,1236
128,131,1236
136,138,1236
143,145,1236
143,150,1236
145,150,1236
208,227,1236
7,23,1237
9,62,1237
25,36,1237
33,42,1237
34,52,1237
37,190,1237
38,137,1237
40,152,1237
49,55,1237
49,137,1237
50,53,1237
50,201,1237
51,190,1237
53,201,1237
58,69,1237
66,70,1237
77,80,1237
93,213,1237
98,147,1237
98,236,1237
100,147,1237
125,128,1237
128,131,1237
128,145,1237
136,138,1237
143,145,1237
143,150,1237
145,150,1237
172,211,1237
180,201,1237
207,227,1237
217,224,1237
9,62,1238
17,32,1238
37,82,1238
46,47,1238
46,120,1238
50,201,1238
54,120,1238
59,138,1238
60,148,1238
66,70,1238
66,110,1238
77,80,1238
82,180,1238
86,204,1238
98,115,1238
98,236,1238
120,180,1238
123,221,1238
123,227,1238
125,131,1238
128,131,1238
128,207,1238
131,227,1238
139,223,1238
143,150,1238
145,150,1238
145,219,1238
150,219,1238
150,224,1238
159,198,1238
170,236,1238
192,214,1238
205,208,1238
219,224,1238
25,87,1239
34,46,1239
47,120,1239
49,53,1239
50,82,1239
52,120,1239
52,201,1239
66,110,1239
66,138,1239
77,80,1239
93,118,1239
98,115,1239
98,170,1239
98,236,1239
104,105,1239
115,236,1239
123,125,1239
123,128,1239
123,131,1239
123,227,1239
139,207,1239
144,203,1239
150,224,1239
212,221,1239
2,20,1240
14,21,1240
34,47,1240
37,38,1240
37,45,1240
38,52,1240
38,120,1240
38,201,1240
46,52,1240
46,190,1240
47,49,1240
49,50,1240
50,53,1240
52,201,1240
58,110,1240
59,110,1240
60,138,1240
77,80,1240
98,115,1240
98,147,1240
98,170,1240
98,236,1240
104,105,1240
115,147,1240
115,170,1240
115,236,1240
118,224,1240
128,143,1240
131,139,1240
131,221,1240
131,227,1240
139,207,1240
191,226,1240
205,219,1240
207,221,1240
207,224,1240
207,227,1240
221,223,1240
221,224,1240
223,224,1240
9,62,1241
12,23,1241
21,24,1241
34,201,1241
37,82,1241
37,120,1241
38,41,1241
46,82,1241
46,120,1241
47,49,1241
47,50,1241
47,52,1241
47,53,1241
49,50,1241
49,52,1241
49,53,1241
50,52,1241
50,53,1241
51,120,1241
51,180,1241
59,67,1241
60,138,1241
93,131,1241
93,207,1241
93,221,1241
93,227,1241
98,115,1241
98,170,1241
104,105,1241
104,116,1241
110,138,1241
113,241,1241
115,170,1241
115,236,1241
120,201,1241
125,227,1241
128,221,1241
128,224,1241
131,221,1241
131,227,1241
143,145,1241
145,224,1241
207,224,1241
223,224,1241
12,23,1242
21,24,1242
21,42,1242
34,52,1242
34,180,1242
34,201,1242
38,41,1242
38,46,1242
38,137,1242
41,46,1242
47,49,1242
48,82,1242
50,53,1242
51,82,1242
52,120,1242
56,127,1242
57,58,1242
57,65,1242
57,66,1242
58,60,1242
58,65,1242
58,70,1242
59,67,1242
59,110,1242
60,66,1242
61,117,1242
64,67,1242
65,127,1242
66,73,1242
66,138,1242
70,138,1242
73,138,1242
77,80,1242
97,100,1242
98,108,1242
98,115,1242
98,170,1242
99,103,1242
102,241,1242
104,105,1242
104,116,1242
115,147,1242
115,170,1242
118,121,1242
120,180,1242
123,224,1242
125,227,1242
128,145,1242
128,221,1242
131,221,1242
133,141,1242
141,233,1242
180,201,1242
193,198,1242
205,208,1242
207,221,1242
221,227,1242
12,23,1243
17,40,1243
34,120,1243
34,180,1243
34,201,1243
37,45,1243
38,41,1243
48,82,1243
51,94,1243
52,120,1243
52,180,1243
56,60,1243
56,63,1243
56,66,1243
57,70,1243
58,127,1243
59,110,1243
60,66,1243
60,70,1243
60,136,1243
61,117,1243
64,117,1243
67,122,1243
67,136,1243
98,115,1243
100,147,1243
102,112,1243
104,116,1243
105,236,1243
109,115,1243
109,236,1243
115,170,1243
118,207,1243
118,212,1243
121,207,1243
121,212,1243
121,221,1243
128,131,1243
128,145,1243
131,207,1243
131,221,1243
131,227,1243
141,184,1243
185,194,1243
190,201,1243
207,221,1243
221,227,1243
12,23,1244
14,44,1244
26,30,1244
34,201,1244
37,190,1244
38,41,1244
41,46,1244
47,50,1244
47,53,1244
49,53,1244
52,120,1244
56,65,1244
57,148,1244
59,110,1244
61,64,1244
61,67,1244
63,65,1244
64,117,1244
67,136,1244
77,80,1244
93,121,1244
98,109,1244
98,236,1244
99,112,1244
99,147,1244
100,147,1244
105,236,1244
109,170,1244
120,180,1244
125,227,1244
131,227,1244
136,138,1244
142,171,1244
161,170,1244
191,218,1244
191,226,1244
208,224,1244
217,224,1244
218,226,1244
224,228,1244
5,27,1245
17,25,1245
34,120,1245
52,120,1245
58,67,1245
63,65,1245
98,108,1245
98,147,1245
99,147,1245
99,232,1245
109,170,1245
109,236,1245
110,117,1245
113,241,1245
115,236,1245
118,139,1245
125,221,1245
128,227,1245
161,170,1245
172,211,1245
178,198,1245
191,226,1245
221,227,1245
224,228,1245
9,62,1246
12,23,1246
16,33,1246
17,31,1246
25,31,1246
34,52,1246
34,201,1246
37,45,1246
37,190,1246
38,46,1246
45,190,1246
51,190,1246
52,82,1246
67,117,1246
67,122,1246
77,80,1246
93,139,1246
93,219,1246
96,98,1246
98,108,1246
98,109,1246
98,170,1246
100,112,1246
104,116,1246
109,170,1246
118,121,1246
118,219,1246
118,227,1246
121,125,1246
121,128,1246
121,227,1246
123,224,1246
128,131,1246
128,145,1246
128,221,1246
136,138,1246
139,207,1246
140,148,1246
141,233,1246
172,211,1246
185,194,1246
207,219,1246
207,223,1246
219,223,1246
221,227,1246
224,228,1246
9,62,1247
14,44,1247
17,32,1247
29,71,1247
31,101,1247
41,49,1247
46,201,1247
51,190,1247
55,180,1247
60,73,1247
61,64,1247
61,148,1247
63,65,1247
64,67,1247
64,122,1247
67,122,1247
93,223,1247
96,98,1247
96,108,1247
